ServiceNo,Operator,Direction,StopSequence,BusStopCode,Distance,WD_FirstBus,WD_LastBus,SAT_FirstBus,SAT_LastBus,SUN_FirstBus,SUN_LastBus,RoadName,Description,Latitude,Longitude
55,SBST,1,25,71051,10.7,0606,0016,0610,0020,0623,0019,Hougang Ave 3,Aft Kim Chuan Rd,1.34151105876514,103.89189250385124
55,SBST,1,26,71061,11.2,0608,0017,0612,0021,0624,0020,Hougang Ave 3,Bef Airport Rd,1.33901443022109,103.89506854137488
55,SBST,1,27,71071,11.6,0609,0018,0613,0022,0625,0021,Eunos Link,Opp Comfort Driving Ctr,1.33638181561906,103.89785574766542
55,SBST,1,28,71081,12.0,0611,0019,0614,0023,0626,0022,Eunos Link,Eunos Technolink,1.33375855817569,103.9005998503616
55,SBST,1,29,71091,12.5,0612,0021,0616,0025,0628,0023,Eunos Link,Blk 637,1.33073374785934,103.90373154551284
55,SBST,1,30,72019,12.9,0614,0022,0617,0026,0629,0024,Jln Eunos,Eunos Mansions,1.32884628389091,103.90546507501656
55,SBST,1,31,83119,13.6,0616,0024,0619,0027,0630,0026,Jln Eunos,Opp Blk 16,1.32306974700238,103.90560762847844
55,SBST,1,32,83109,13.8,0617,0025,0620,0028,0631,0026,Jln Eunos,Opp Eunos Stn,1.32135678897249,103.90537221650077
55,SBST,1,33,83299,14.5,0619,0027,0622,0030,0633,0028,Still Rd,Aft Lor G Telok Kurau,1.31574389673514,103.90586328314892
55,SBST,1,34,83319,14.9,0620,0028,0623,0031,0635,0030,Still Rd,Aft Lor J Telok Kurau,1.31268833645873,103.90714010649674
55,SBST,1,35,83309,15.2,0621,0029,0624,0032,0636,0031,Still Rd,Aft Still Lane,1.31045482788745,103.90806851700532
55,SBST,1,36,92279,15.7,0623,0031,0626,0034,0637,0032,Still Rd Sth,D'Ecosia,1.30633786714639,103.90964863731638
55,SBST,1,37,92061,15.9,0623,0031,0626,0034,0638,0033,Marine Parade Rd,CHIJ Katong Convent (Pr),1.30585304722559,103.91059595623032
55,SBST,1,38,92071,16.4,0624,0032,0627,0035,0639,0034,Marine Parade Rd,Opp Blk 57,1.3067937735779,103.91498055803812
55,SBST,1,39,92081,16.7,0625,0033,0628,0036,0640,0035,Marine Parade Rd,St. Patrick's Sec Sch,1.30751338586806,103.91754269765208
55,SBST,1,40,93011,17.1,0626,0034,0629,0037,0641,0036,Marine Parade Rd,Opp Neptune Ct,1.30822971200422,103.92151900444856
55,SBST,1,41,93021,17.5,0627,0035,0630,0038,0642,0037,Marine Parade Rd,Opp Mandarin Gdns,1.30867772794032,103.92426998119755
55,SBST,1,42,93031,18.1,0628,0036,0632,0039,0643,0038,Marine Parade Rd,Opp Victoria Sch,1.30983637164414,103.92937539318253
55,SBST,1,43,93041,18.6,0630,0037,0633,0040,0644,0039,Marine Parade Rd,Hua Xin Ct,1.31120679321816,103.9333999156994
55,SBST,1,44,93139,18.9,0631,0038,0634,0041,0645,0040,Bedok Sth Ave 1,Eastern Lagoon II,1.31278641539067,103.9338525622476
55,SBST,1,45,94011,19.2,0632,0038,0635,0041,0646,0040,Upp East Coast Rd,Evergreen Gdn,1.31438169513219,103.9351058006447
55,SBST,1,46,94021,19.6,0633,0039,0636,0042,0647,0041,Upp East Coast Rd,Bef Sennett Rd,1.31475174256228,103.93834590911956
55,SBST,1,47,94031,19.9,0634,0040,0637,0043,0648,0042,Upp East Coast Rd,The Summit,1.31504670788151,103.94089937209914
55,SBST,1,48,94041,20.3,0636,0041,0639,0044,0650,0043,Upp East Coast Rd,Aft Parbury Ave,1.31619439069366,103.94430577752212
55,SBST,1,49,94051,20.7,0637,0043,0640,0046,0651,0045,Upp East Coast Rd,Opp Temasek Sec Sch,1.31710244970995,103.94737959133388
55,SBST,1,50,94061,21.2,0639,0044,0642,0047,0653,0046,Upp East Coast Rd,Kew Green Condo,1.31843666702467,103.95138333302128
55,SBST,1,51,94009,21.4,0640,0045,0643,0048,0654,0047,Upp East Coast Rd,Upp East Coast Ter,1.31795981372922,103.95256713632445
55,SBST,2,1,94009,0.0,0520,2340,0520,2340,0530,2340,Upp East Coast Rd,Upp East Coast Ter,1.31795981372922,103.95256713632445
55,SBST,2,2,94069,0.6,0522,2342,0522,2342,0532,2342,Upp East Coast Rd,Opp Kew Green Condo,1.31809668590525,103.95085659912792
55,SBST,2,3,94059,0.9,0523,2343,0523,2343,0533,2343,Upp East Coast Rd,Temasek Sec Sch,1.31707137658578,103.9479809249404
55,SBST,2,4,94049,1.3,0524,2344,0524,2344,0534,2344,Upp East Coast Rd,Aft Bedok Sth Ave 3,1.31616443335073,103.94482108127718
55,SBST,2,5,94089,1.5,0525,2345,0525,2345,0534,2344,Upp East Coast Rd,Calvary Ably Of God Ch,1.31536333302999,103.94294138900048
55,SBST,2,6,94039,1.8,0526,2346,0526,2346,0535,2345,Upp East Coast Rd,Opp The Summit,1.31485363967239,103.94066333773824
55,SBST,2,7,94029,2.2,0527,2347,0527,2347,0536,2346,Upp East Coast Rd,Aft Sennet Rd,1.31453305602342,103.93750499997168
55,SBST,2,8,94019,2.4,0527,2347,0528,2348,0537,2347,Upp East Coast Rd,Opp Evergreen Ave,1.3142851610342,103.93574953076752
55,SBST,2,9,93131,2.7,0528,2348,0529,2349,0538,2348,Bedok Sth Ave 1,Opp Eastern Lagoon II,1.31277833350682,103.93415826027376
55,SBST,2,10,93049,3.0,0529,2349,0530,2350,0539,2349,Marine Parade Rd,Lagoon View,1.31073016722066,103.9329857782451
55,SBST,2,11,93039,3.4,0530,2350,0531,2351,0540,2350,Marine Parade Rd,Laguna Pk,1.30958474832555,103.9295415420364
55,SBST,2,12,93201,3.7,0531,2351,0532,2352,0541,2351,Marine Parade Rd,Victoria Sch,1.30920003741893,103.92781269211484
55,SBST,2,13,93029,4.1,0532,2352,0533,2353,0542,2352,Marine Parade Rd,Mandarin Gdns,1.30851455788092,103.92471047692146
55,SBST,2,14,93019,4.5,0534,2354,0534,2354,0543,2354,Marine Parade Rd,Neptune Ct,1.30787614366531,103.92111718654822
55,SBST,2,15,92089,4.9,0535,2355,0535,2355,0544,2356,Marine Parade Rd,CHIJ Katong Convent,1.3071917122941,103.91764721757994
55,SBST,2,16,92079,5.2,0536,2356,0536,2356,0545,2357,Marine Parade Rd,Blk 57,1.30684575808096,103.91574700260745
55,SBST,2,17,92271,5.8,0538,2358,0538,2358,0547,2359,Still Rd Sth,Opp D'Ecosia,1.30610999016148,103.90952850508972
55,SBST,2,18,83301,6.1,0539,2359,0539,2359,0547,2400,Still Rd,Aft East Coast Rd,1.30887166700305,103.90817888897894
55,SBST,2,19,83311,6.5,0541,2400,0540,0001,0549,0002,Still Rd,Aft Lor Nangka,1.31241970275404,103.90692990251456
55,SBST,2,20,83291,6.8,0542,0001,0541,0002,0549,0003,Still Rd,Aft Joo Chiat Pl,1.31473309387158,103.90589521764188
55,SBST,2,21,83101,7.5,0544,0003,0543,0004,0551,0005,Jln Eunos,Eunos Stn,1.32066709057479,103.90489836683336
55,SBST,2,22,83111,7.8,0545,0004,0544,0005,0552,0006,Jln Eunos,Blk 17,1.32346854012914,103.90527311322876
55,SBST,2,23,72011,8.3,0547,0006,0546,0006,0553,0007,Jln Eunos,Blk 322,1.32816499999482,103.90548361097667
55,SBST,2,24,71099,8.6,0548,0007,0547,0007,0554,0008,Eunos Link,Blk 311,1.33022638900189,103.9038336109893
55,SBST,2,25,71089,9.0,0549,0008,0548,0008,0555,0009,Eunos Link,Opp Eunos Technolink,1.33291479894363,103.90097214917816
55,SBST,2,26,71079,9.4,0551,0009,0549,0009,0556,0010,Eunos Link,Comfort Driving Ctr,1.33554558497215,103.8982531208296
55,SBST,2,27,71069,9.9,0552,0011,0551,0010,0558,0011,Hougang Ave 3,Aft Airport Rd,1.3385251356058,103.89512258677937
55,SBST,2,28,71059,10.3,0554,0012,0552,0011,0559,0012,Hougang Ave 3,Bef Kim Chuan Rd,1.34065465828861,103.89195372882892
55,SBST,2,29,62249,10.7,0555,0013,0553,0012,0600,0013,Hougang Ave 3,Opp SBST Hougang Depot,1.34421563693504,103.89102556910234
55,SBST,2,30,62239,11.1,0557,0014,0554,0013,0601,0014,Hougang Ave 3,OPP S'PORE GIRLS' HME,1.34763066655635,103.88998897946436
55,SBST,2,31,63109,11.5,0558,0015,0555,0014,0602,0014,Hougang Ave 3,Blk 172,1.35081444397072,103.88984416702768
55,SBST,2,32,63099,11.8,0559,0016,0556,0015,0603,0015,Hougang Ave 3,Blk 106,1.35357948490597,103.89097410968796
55,SBST,2,33,63089,12.2,0600,0017,0557,0016,0604,0016,Hougang Ave 3,Blk 241,1.35653228525134,103.89213497244268
55,SBST,2,34,63079,12.6,0602,0018,0558,0017,0605,0017,Hougang Ave 3,Blk 248,1.35978917315442,103.89296017669749
55,SBST,2,35,63241,13.1,0603,0019,0600,0019,0607,0018,Hougang Ave 3,Blk 21,1.36409785233957,103.89213557756084
55,SBST,2,36,63349,13.6,0545,0020,0601,0020,0608,0019,Hougang Ave 2,Blk 708,1.36687207146588,103.88923358520267
55,SBST,2,37,63339,14.2,0547,0021,0602,0021,0609,0020,Hougang Ave 2,Opp Blk 615,1.36811854812783,103.88451259380584
55,SBST,2,38,63329,14.5,0548,0022,0603,0022,0610,0021,Hougang Ave 2,Opp Blk 627,1.36862870083779,103.882008479663
55,SBST,2,39,63319,15.0,0549,0023,0604,0023,0611,0022,Hougang Ave 2,Opp Blk 634,1.36921737828483,103.87814733411857
55,SBST,2,40,66109,15.5,0551,0024,0606,0025,0613,0024,Ang Mo Kio Ave 3,Blk 151,1.3699792245468,103.8746132395795
55,SBST,2,41,66339,16.0,0552,0025,0607,0026,0614,0025,Ang Mo Kio Ave 3,Blk 101,1.37125183222903,103.8705580506852
55,SBST,2,42,66349,16.6,0554,0026,0609,0027,0616,0026,Ang Mo Kio Ave 3,Opp Daikin S'pore,1.37082760014108,103.86541771672718
55,SBST,2,43,54309,16.9,0555,0027,0609,0028,0616,0027,Ang Mo Kio Ave 3,Opp Blk 5022,1.36988835306854,103.86306604022435
55,SBST,2,44,54299,17.5,0557,0028,0611,0029,0618,0028,Ang Mo Kio Ave 3,Opp Blk 565,1.36890152697813,103.8583265688086
55,SBST,2,45,54389,17.9,0558,0029,0613,0031,0620,0029,Ang Mo Kio Ave 10,Blk 465,1.36638973614786,103.85660537812753
55,SBST,2,46,54379,18.3,0559,0029,0614,0032,0621,0030,Ang Mo Kio Ave 10,Blk 475,1.36288998904353,103.85594804936484
55,SBST,2,47,54609,18.7,0601,0030,0616,0034,0623,0032,Ang Mo Kio Ave 10,Opp Townsville Pr Sch,1.3593577779887,103.8552925000032
55,SBST,2,48,54531,19.3,0603,0032,0618,0036,0625,0034,Bishan Rd,OPP BISHAN PK,1.35839974282084,103.85132688003488
55,SBST,2,49,53241,19.6,0604,0033,0619,0037,0626,0035,Bishan Rd,OPP BLK 217,1.35615639153054,103.84995659632312
55,SBST,2,50,53231,20.2,0607,0035,0622,0040,0629,0038,Bishan Rd,BISHAN STN,1.35089997844732,103.84797987894204
55,SBST,2,51,53229,20.7,0609,0037,0625,0042,0632,0040,Bishan St 11,Blk 501,1.34822303496432,103.84927239325486
55,SBST,2,52,53009,21.1,0611,0038,0627,0043,0634,0041,Bishan St 13,Bishan Int,1.35045541249544,103.84988083722293
55B,SBST,1,1,53009,0.0,1906,1936,-,-,-,-,Bishan St 13,Bishan Int,1.35045541249544,103.84988083722293
55B,SBST,1,2,53221,0.6,1909,1939,-,-,-,-,Bishan St 11,BLK 115,1.34816840593896,103.8484543562104
55B,SBST,1,3,53239,1.0,1912,1942,-,-,-,-,Bishan Rd,OPP BISHAN STN,1.35100305612802,103.8476587818646
55B,SBST,1,4,53249,1.5,1915,1945,-,-,-,-,Bishan Rd,BLK 210,1.35538305217047,103.84911895270494
55B,SBST,1,5,54539,1.9,1917,1947,-,-,-,-,Bishan Rd,BISHAN PK,1.35857111103202,103.85104805599867
55B,SBST,1,6,54601,2.6,1921,1951,-,-,-,-,Ang Mo Kio Ave 10,Townsville Pr Sch,1.35942138902131,103.85514583300495
55B,SBST,1,7,54371,3.0,1923,1953,-,-,-,-,Ang Mo Kio Ave 10,Blk 409A,1.36238306289968,103.85568284134344
55B,SBST,1,8,54381,3.4,1925,1955,-,-,-,-,Ang Mo Kio Ave 10,Blk 443,1.3657416739059,103.85608617430734
56,SBST,1,1,53009,0.0,0530,2330,0530,2330,0530,2330,Bishan St 13,Bishan Int,1.35045541249544,103.84988083722293
56,SBST,1,2,53279,0.7,0532,2332,0532,2332,0532,2332,Bishan St 13,Kuo Chuan Presby Sch,1.34970265350038,103.85391302825673
56,SBST,1,3,53289,1.0,0533,2334,0533,2333,0534,2333,Bishan St 13,Zion Bible Presby Ch,1.347206111,103.8545811
56,SBST,1,4,53251,1.5,0535,2335,0535,2335,0535,2335,Bishan St 11,BLK 125,1.34678829540395,103.85199823380812
56,SBST,1,5,53221,1.9,0536,2337,0536,2336,0537,2336,Bishan St 11,BLK 115,1.34816840593896,103.8484543562104
56,SBST,1,6,53211,2.2,0537,2338,0537,2337,0538,2337,Bishan Rd,Opp Raffles Instn,1.34707169454274,103.84712672325324
56,SBST,1,7,52021,2.6,0538,2339,0538,2338,0539,2337,Braddell Rd,OPP BLK 1004,1.34431313758435,103.84766088139544
56,SBST,1,8,52031,2.9,0539,2340,0539,2339,0540,2338,Braddell Rd,OPP BLK 998,1.34404852974216,103.85026155631284
56,SBST,1,9,52361,3.8,0541,2342,0542,2342,0542,2340,Lor 6 Toa Payoh,Blk 1,1.33974408909931,103.8529812160764
56,SBST,1,10,52279,4.4,0543,2344,0544,2344,0544,2342,Lor 4 Toa Payoh,Blk 56,1.33702420555118,103.84992957112875
56,SBST,1,11,52239,5.0,0544,2345,0545,2345,0545,2343,Toa Payoh Ctrl,Blk 177,1.33412194449168,103.84894805557066
56,SBST,1,12,52189,5.3,0530,2346,0546,2346,0546,2344,Lor 2 Toa Payoh,Toa Payoh Stn,1.33318499999452,103.84678305554864
56,SBST,1,13,52079,6.4,0533,2349,0549,2349,0549,2347,Jln Toa Payoh,Opp Trellis Twrs,1.32931477158443,103.84382885735748
56,SBST,1,14,50059,7.3,0535,2351,0552,2351,0551,2349,Thomson Rd,Opp Thomson Med Ctr,1.32489453398384,103.84211744421322
56,SBST,1,15,50049,7.5,0536,2352,0553,2352,0552,2350,Thomson Rd,Opp Novena Lodge,1.32354108650178,103.84189326889334
56,SBST,1,16,50038,8.0,0537,2353,0554,2353,0553,2351,Thomson Rd,Novena Stn,1.32033749274601,103.842832976035
56,SBST,1,17,50029,8.4,0538,2354,0555,2354,0554,2352,Thomson Rd,Opp United Sq,1.31647941614673,103.84484281963609
56,SBST,1,18,50019,9.0,0539,2355,0557,2355,0555,2353,Keng Lee Rd,Parish Of Christ Ch,1.31194891032358,103.8476385617414
56,SBST,1,19,40109,9.2,0540,2356,0558,2356,0556,2354,Kg Java Rd,Opp KK Women & Child Hosp,1.30949131269895,103.8477074783344
56,SBST,1,20,40019,9.7,0541,2357,0559,2357,0557,2355,Bt Timah Rd,Little India Stn,1.30664404460339,103.84920416709382
56,SBST,1,21,7539,10.1,0543,2359,0601,2400,0559,2357,Sungei Rd,Opp Rochor Stn,1.30461300741211,103.8520009720951
56,SBST,1,22,7518,10.7,0546,0003,0605,0004,0603,0001,Bencoolen St,OPP NAFA CAMPUS 3,1.30095828368506,103.85211175034802
56,SBST,1,23,7569,10.9,0548,0004,0606,0005,0604,0002,Middle Rd,Aft Waterloo St,1.29949531348401,103.85301395376231
56,SBST,1,24,1639,11.3,0550,0006,0608,0008,0606,0004,Middle Rd,Bef Beach Rd,1.29738750001468,103.85557583297624
56,SBST,1,25,1619,11.7,0552,0009,0611,0010,0609,0007,Beach Rd,Esplanade Stn Exit F,1.29428694178246,103.85503809424232
56,SBST,1,26,2089,12.3,0554,0012,0614,0014,0612,0010,Raffles Blvd,Pan Pacific Hotel,1.29152694444975,103.8592061110504
56,SBST,1,27,2099,13.0,0556,0014,0616,0016,0614,0012,Raffles Blvd,Marina Ctr Ter,1.29147264805943,103.8614855838078
56,SBST,2,1,2099,0.0,0600,2345,0600,0015,0600,2345,Raffles Blvd,Marina Ctr Ter,1.29147264805943,103.8614855838078
56,SBST,2,2,2101,0.4,0601,2346,0601,0016,0601,2346,Raffles Ave,AFT S'PORE FLYER,1.28938483786533,103.86183148116277
56,SBST,2,3,2051,0.8,0603,2348,0603,0018,0602,2348,Raffles Ave,The Float @ Marina Bay,1.2895030556082,103.85903388899315
56,SBST,2,4,2061,1.1,0604,2350,0604,0019,0603,2349,Raffles Ave,The Esplanade,1.2899638888957,103.85640388886262
56,SBST,2,5,1611,1.9,0608,2354,0607,0023,0606,2353,Beach Rd,Aft Raffles Hotel,1.29527259171342,103.85533686181174
56,SBST,2,6,1631,2.1,0609,2355,0608,0025,0607,2354,Middle Rd,Aft Beach Rd,1.29693614589482,103.85580555528075
56,SBST,2,7,7561,2.5,0611,2358,0610,0027,0609,2356,Middle Rd,Bef Waterloo St,1.29945446471936,103.85267983857251
56,SBST,2,8,7571,2.8,0613,2400,0612,0029,0610,2358,Middle Rd,SUNSHINE PLAZA,1.30063444632288,103.851140093146
56,SBST,2,9,7021,3.2,0614,0002,0613,0031,0612,2400,Selegie Rd,Selegie Ctr,1.30324521574524,103.84995776766849
56,SBST,2,10,40011,3.5,0550,0004,0615,0033,0613,0002,Bt Timah Rd,LITTLE INDIA STN EXIT A,1.30606411522588,103.84908751469008
56,SBST,2,11,40101,4.1,0552,0006,0617,0035,0615,0004,Kg Java Rd,Kk Women & Children Hosp,1.31036186651665,103.8477914890244
56,SBST,2,12,50011,4.3,0552,0006,0617,0035,0615,0004,Kg Java Rd,Opp Parish Of Christ Ch,1.31181999999518,103.84719777801662
56,SBST,2,13,50021,5.0,0554,0008,0619,0037,0617,0006,Thomson Rd,United Sq/Bef Novena Stn,1.3173533543911,103.84421700922243
56,SBST,2,14,50031,5.5,0556,0010,0621,0039,0619,0008,Thomson Rd,Opp Novena Ch,1.321378056,103.8417481
56,SBST,2,15,50041,5.8,0557,0011,0622,0040,0620,0009,Thomson Rd,Novena Lodge,1.32362333324914,103.84161545670324
56,SBST,2,16,50051,6.0,0558,0011,0622,0041,0620,0009,Thomson Rd,Thomson Med Ctr,1.325878056,103.8418119
56,SBST,2,17,51011,6.3,0558,0012,0623,0041,0621,0010,Thomson Rd,Opp Tan Tong Meng Twr,1.327841667,103.8406111
56,SBST,2,18,52071,7.2,0601,0014,0625,0044,0623,0012,Jln Toa Payoh,Trellis Twrs,1.32991416932901,103.8438184322432
56,SBST,2,19,52181,7.8,0603,0016,0627,0046,0625,0014,Lor 2 Toa Payoh,Opp Toa Payoh Stn,1.33306633976898,103.84656071660623
56,SBST,2,20,52231,8.0,0604,0016,0628,0047,0626,0014,Toa Payoh Ctrl,Opp Blk 177,1.3343049899737,103.8487842386021
56,SBST,2,21,52271,8.6,0606,0018,0630,0049,0628,0016,Lor 4 Toa Payoh,Jackson Sq,1.33683113907107,103.84974718092391
56,SBST,2,22,52369,9.2,0607,0020,0632,0051,0630,0018,Lor 6 Toa Payoh,Blk 237,1.34001833298065,103.85273333299853
56,SBST,2,23,52039,9.8,0610,0022,0634,0053,0632,0020,Braddell Rd,Aft Muhajirin Mque,1.34333817728421,103.85130310024304
56,SBST,2,24,53219,10.6,0613,0025,0637,0056,0635,0023,Bishan Rd,Raffles Instn,1.34606111102286,103.8465836110301
56,SBST,2,25,53229,11.1,0616,0027,0639,0058,0637,0025,Bishan St 11,Blk 501,1.34822303496432,103.84927239325486
56,SBST,2,26,53259,11.4,0617,0028,0640,0059,0639,0027,Bishan St 11,Opp Blk 125,1.3471159591462,103.85199575975044
56,SBST,2,27,53281,11.8,0616,0029,0641,0100,0640,0028,Bishan St 13,Blk 169,1.34665638902153,103.85432083296934
56,SBST,2,28,53271,12.1,0617,0030,0642,0101,0641,0029,Bishan St 13,Opp Kuo Chuan Presby Sch,1.3493461110909,103.85391500001568
56,SBST,2,29,53009,12.7,0619,0032,0644,0103,0643,0031,Bishan St 13,Bishan Int,1.35045541249544,103.84988083722293
57,SBST,1,1,53009,0.0,0600,2330,0600,2330,0600,2330,Bishan St 13,Bishan Int,1.35045541249544,103.84988083722293
57,SBST,1,2,53221,0.6,0602,2332,0602,2332,0602,2332,Bishan St 11,BLK 115,1.34816840593896,103.8484543562104
57,SBST,1,3,53211,0.9,0603,2333,0603,2333,0603,2333,Bishan Rd,Opp Raffles Instn,1.34707169454274,103.84712672325324
57,SBST,1,4,52021,1.3,0605,2334,0604,2334,0605,2334,Braddell Rd,OPP BLK 1004,1.34431313758435,103.84766088139544
57,SBST,1,5,52031,1.6,0606,2335,0605,2335,0606,2335,Braddell Rd,OPP BLK 998,1.34404852974216,103.85026155631284
57,SBST,1,6,52361,2.5,0609,2338,0608,2338,0608,2338,Lor 6 Toa Payoh,Blk 1,1.33974408909931,103.8529812160764
57,SBST,1,7,52351,2.7,0610,2339,0609,2339,0609,2339,Lor 6 Toa Payoh,Blk 2,1.33836800687246,103.85328005892129
57,SBST,1,8,52341,3.0,0611,2340,0610,2340,0610,2340,Lor 6 Toa Payoh,Pei Chun Public Sch,1.33625777803173,103.85562250002782
57,SBST,1,9,52331,3.4,0612,2341,0611,2341,0611,2341,Lor 6 Toa Payoh,Blk 27,1.33246306626276,103.85581029367948
57,SBST,1,10,52321,3.8,0613,2342,0612,2342,0612,2342,Lor 6 Toa Payoh,Toa Payoh Stadium,1.3312589884768,103.8527071071997
57,SBST,1,11,52501,4.1,0614,2343,0613,2343,0613,2342,Lor 6 Toa Payoh,Toa Payoh Swim Cplx,1.33090220918791,103.85011762889827
57,SBST,1,12,52079,5.4,0618,2347,0617,2346,0617,2345,Jln Toa Payoh,Opp Trellis Twrs,1.32931477158443,103.84382885735748
57,SBST,1,13,50059,6.3,0621,2349,0619,2348,0619,2348,Thomson Rd,Opp Thomson Med Ctr,1.32489453398384,103.84211744421322
57,SBST,1,14,50049,6.5,0621,2350,0620,2348,0619,2348,Thomson Rd,Opp Novena Lodge,1.32354108650178,103.84189326889334
57,SBST,1,15,50038,7.0,0623,2351,0621,2349,0620,2350,Thomson Rd,Novena Stn,1.32033749274601,103.842832976035
57,SBST,1,16,50029,7.4,0624,2352,0622,2350,0621,2351,Thomson Rd,Opp United Sq,1.31647941614673,103.84484281963609
57,SBST,1,17,50019,8.0,0626,2354,0624,2352,0623,2353,Keng Lee Rd,Parish Of Christ Ch,1.31194891032358,103.8476385617414
57,SBST,1,18,40109,8.2,0627,2355,0625,2353,0624,2354,Kg Java Rd,Opp KK Women & Child Hosp,1.30949131269895,103.8477074783344
57,SBST,1,19,40019,8.7,0629,2357,0627,2355,0625,2356,Bt Timah Rd,Little India Stn,1.30664404460339,103.84920416709382
57,SBST,1,20,7539,9.1,0631,2358,0628,2357,0627,2357,Sungei Rd,Opp Rochor Stn,1.30461300741211,103.8520009720951
57,SBST,1,21,7589,9.5,0633,2400,0630,2358,0628,2359,Ophir Rd,Ch of Our Lady of Lourdes,1.30320609782822,103.85549999983388
57,SBST,1,22,1559,9.8,0634,0001,0631,2400,0630,2400,Ophir Rd,Landmark Village Hotel,1.30168731070562,103.85752923961614
57,SBST,1,23,1519,10.2,0636,0002,0632,0001,0631,0001,Beach Rd,The Gateway,1.29907492488417,103.8589102973441
57,SBST,1,24,1629,10.6,0637,0003,0634,0002,0632,0002,Beach Rd,Shaw Twrs,1.29695972219958,103.85686527780176
57,SBST,1,25,1619,11.0,0639,0004,0635,0003,0633,0003,Beach Rd,Esplanade Stn Exit F,1.29428694178246,103.85503809424232
57,SBST,1,26,2119,11.3,0640,0005,0637,0005,0634,0005,Nicoll Highway,Opp War Memorial Pk,1.29184407356581,103.85534334305083
57,SBST,1,27,3019,12.3,0644,0008,0641,0008,0637,0008,Collyer Quay,OUE Bayfront,1.284245000013,103.853108055996
57,SBST,1,28,3059,12.6,0645,0009,0642,0009,0638,0009,Raffles Quay,One Raffles Quay,1.281111,103.851461
57,SBST,1,29,3129,13.0,0646,0010,0643,0010,0639,0010,Shenton Way,UIC Bldg,1.27807003532092,103.84956718123824
57,SBST,1,30,3217,13.3,0647,0011,0644,0011,0640,0011,Shenton Way,Opp AXA Twr,1.27552218897645,103.8479443674916
57,SBST,1,31,5649,14.2,0650,0014,0646,0014,0643,0013,Keppel Rd,Opp Customs Port Br HQ,1.2723842122117,103.84093912218094
57,SBST,1,32,14061,14.5,0651,0015,0647,0015,0644,0014,Keppel Rd,Opp Former Railway Stn,1.27231269789239,103.83862035734884
57,SBST,1,33,14071,15.0,0652,0016,0648,0016,0645,0015,Keppel Rd,Keppel Workshop,1.27220342411953,103.8339025862589
57,SBST,1,34,14081,15.4,0654,0018,0649,0018,0646,0016,Keppel Rd,Tg Pagar DP Blk F5,1.270896111,103.8308919
57,SBST,1,35,14101,15.8,0655,0019,0650,0019,0646,0017,Keppel Rd,Opp Keppel DP Blk 517,1.26837500002503,103.82825805600972
57,SBST,1,36,14141,16.6,0657,0021,0652,0021,0648,0019,Telok Blangah Rd,HarbourFront Stn/Vivocity,1.26552421466644,103.82211326846236
57,SBST,1,37,14121,16.9,0658,0022,0653,0022,0649,0020,Telok Blangah Rd,Opp HarbourFront Int,1.26591350024271,103.8192566062178
57,SBST,1,38,14131,17.3,0659,0023,0654,0023,0650,0021,Telok Blangah Rd,Caribbean at Keppel Bay,1.26740130257465,103.81675441150335
57,SBST,1,39,14151,17.8,0701,0024,0656,0025,0652,0022,Telok Blangah Rd,Opp Chr Community Chapel,1.26964765905364,103.8129359412343
57,SBST,1,40,14161,18.2,0702,0025,0657,0026,0653,0023,Telok Blangah Rd,Telok Blangah Stn,1.27075866533548,103.81009913005327
57,SBST,1,41,14171,18.6,0704,0026,0658,0027,0654,0024,Telok Blangah Rd,Opp Yeo's Bldg,1.27145959833005,103.80654857059398
57,SBST,1,42,15041,19.3,0706,0028,0700,0029,0656,0025,Alexandra Rd,Alexandra Retail Ctr,1.274632,103.801892
57,SBST,1,43,15051,19.6,0707,0028,0700,0029,0656,0026,Alexandra Rd,Alexandra Pt,1.276978,103.8023815
57,SBST,1,45,14369,20.3,0545,0030,0600,0031,0600,0027,Depot Rd,The Interlace,1.28153635758335,103.80365927155157
57,SBST,1,46,14219,20.7,0547,0031,0601,0032,0602,0028,Depot Rd,Opp Blk 114,1.28218647936578,103.80684961252828
57,SBST,1,47,14209,21.0,0548,0032,0602,0033,0603,0029,Depot Rd,Aft Hewlett Packard,1.28176397706369,103.80958869712056
57,SBST,1,48,14199,21.4,0550,0034,0604,0034,0604,0030,Depot Rd,Blk 118,1.28131676735406,103.81275056370772
57,SBST,1,49,10331,22.1,0553,0036,0606,0036,0607,0031,Henderson Rd,Bef Bt Merah Ctrl,1.28136306628839,103.81834423228644
57,SBST,1,50,10009,22.4,0551,0037,0607,0037,0607,0032,Bt Merah Ctrl,Bt Merah Int,1.28210155945393,103.81722480263164
57,SBST,2,1,10009,0.0,0545,2400,0545,2400,0545,2400,Bt Merah Ctrl,Bt Merah Int,1.28210155945393,103.81722480263164
57,SBST,2,2,10339,0.4,0547,0001,0547,0002,0547,0001,Henderson Rd,Aft Bt Merah Ctrl,1.28115835063292,103.81857250844853
57,SBST,2,3,14241,0.6,0548,0002,0548,0003,0548,0002,Henderson Rd,Opp Blk 1,1.27914353103301,103.8168725087535
57,SBST,2,4,14191,1.3,0551,0004,0551,0006,0551,0005,Depot Rd,Blk 105 CP,1.28121833300943,103.81211444400743
57,SBST,2,5,14201,1.6,0552,0005,0552,0007,0552,0006,Depot Rd,Blk 110,1.28167307267242,103.80914683892264
